index,seq_max,seq_last,future_max,down_amount,HUBROOMTOTAL,M16A_3F_STORAGE_UTIL,CD_M163FSTORAGEUTIL,M16A_3F_CMD
8920,315.0,283.0,282.0,33.0,508.0,210.0,0.0,213.0
8921,309.0,270.0,283.0,26.0,501.0,210.0,0.0,206.0
8922,309.0,269.0,283.0,26.0,508.0,210.0,0.0,203.0
8923,309.0,267.0,283.0,26.0,511.0,210.0,0.0,209.0
8924,309.0,270.0,283.0,26.0,515.0,210.0,0.0,214.0
8925,309.0,271.0,283.0,26.0,500.0,210.0,0.0,212.0
8926,309.0,270.0,283.0,26.0,508.0,210.0,0.0,210.0
8927,309.0,276.0,283.0,26.0,522.0,210.0,0.0,222.0
8928,309.0,280.0,283.0,26.0,525.0,210.0,0.0,216.0
8929,309.0,282.0,283.0,26.0,543.0,210.0,0.0,224.0
8930,309.0,282.0,283.0,26.0,532.0,210.0,1.0,222.0
8931,309.0,283.0,283.0,26.0,532.0,210.0,1.0,225.0
8932,309.0,275.0,283.0,26.0,523.0,210.0,1.0,216.0
8933,309.0,283.0,279.0,30.0,528.0,210.0,0.0,218.0
8934,309.0,274.0,279.0,30.0,513.0,210.0,1.0,211.0
8935,309.0,275.0,279.0,30.0,516.0,210.0,1.0,209.0
8936,309.0,265.0,279.0,30.0,510.0,209.0,1.0,202.0
8937,309.0,271.0,279.0,30.0,502.0,210.0,0.0,208.0
8938,309.0,275.0,279.0,30.0,504.0,210.0,0.0,214.0
8939,309.0,272.0,279.0,30.0,511.0,210.0,0.0,214.0
8940,306.0,269.0,279.0,27.0,497.0,210.0,1.0,218.0
8941,306.0,264.0,279.0,27.0,487.0,210.0,0.0,208.0
8942,306.0,276.0,294.0,12.0,490.0,210.0,0.0,212.0
8943,300.0,279.0,294.0,6.0,508.0,210.0,0.0,221.0
8944,300.0,265.0,294.0,6.0,516.0,210.0,0.0,206.0
9003,306.0,301.0,298.0,8.0,601.0,210.0,0.0,218.0
9004,306.0,290.0,298.0,8.0,597.0,210.0,0.0,204.0
9005,306.0,291.0,298.0,8.0,599.0,210.0,0.0,208.0
9006,306.0,284.0,298.0,8.0,582.0,210.0,0.0,194.0
9007,306.0,287.0,299.0,7.0,601.0,210.0,0.0,203.0
9008,306.0,292.0,299.0,7.0,596.0,210.0,0.0,218.0
9009,306.0,292.0,299.0,7.0,579.0,210.0,0.0,211.0
9139,324.0,307.0,291.0,33.0,533.0,208.0,3.0,227.0
9140,324.0,291.0,291.0,33.0,518.0,208.0,4.0,225.0
9141,324.0,287.0,291.0,33.0,506.0,208.0,4.0,223.0
9142,324.0,285.0,291.0,33.0,509.0,208.0,4.0,217.0
9143,324.0,291.0,276.0,48.0,499.0,208.0,4.0,223.0
9144,324.0,276.0,266.0,58.0,495.0,208.0,4.0,226.0
9145,324.0,266.0,261.0,63.0,487.0,208.0,2.0,218.0
9146,324.0,250.0,261.0,63.0,483.0,208.0,2.0,204.0
9147,324.0,244.0,261.0,63.0,475.0,208.0,2.0,204.0
9148,324.0,242.0,263.0,61.0,478.0,208.0,2.0,199.0
9149,324.0,244.0,272.0,52.0,496.0,209.0,1.0,207.0
9150,316.0,251.0,284.0,32.0,490.0,209.0,2.0,207.0
9151,314.0,250.0,290.0,24.0,507.0,208.0,2.0,209.0
9152,314.0,245.0,295.0,19.0,492.0,209.0,1.0,205.0
9153,314.0,248.0,295.0,19.0,495.0,209.0,1.0,204.0
9154,314.0,261.0,295.0,19.0,520.0,209.0,2.0,214.0
9155,314.0,242.0,295.0,19.0,518.0,209.0,2.0,203.0
9156,314.0,255.0,295.0,19.0,531.0,209.0,2.0,206.0
9157,314.0,255.0,295.0,19.0,540.0,208.0,3.0,213.0
9158,314.0,263.0,295.0,19.0,536.0,208.0,4.0,213.0
9159,314.0,272.0,295.0,19.0,545.0,206.0,5.0,209.0
9160,314.0,284.0,295.0,19.0,561.0,206.0,5.0,212.0
9161,314.0,290.0,295.0,19.0,569.0,207.0,5.0,225.0
9162,314.0,295.0,285.0,29.0,573.0,207.0,5.0,227.0
9163,314.0,285.0,284.0,30.0,571.0,206.0,7.0,221.0
9164,314.0,278.0,284.0,30.0,578.0,206.0,7.0,215.0
9165,314.0,271.0,284.0,30.0,574.0,206.0,6.0,213.0
9166,314.0,280.0,284.0,30.0,576.0,206.0,6.0,226.0
9167,307.0,281.0,284.0,23.0,579.0,208.0,3.0,216.0
9168,307.0,281.0,284.0,23.0,578.0,208.0,3.0,213.0
9457,359.0,301.0,292.0,67.0,544.0,210.0,1.0,211.0
9458,355.0,292.0,290.0,65.0,535.0,210.0,1.0,211.0
9459,355.0,290.0,288.0,67.0,539.0,210.0,1.0,214.0
9460,351.0,288.0,282.0,69.0,541.0,210.0,0.0,212.0
9461,348.0,282.0,282.0,66.0,531.0,210.0,0.0,204.0
9462,340.0,281.0,282.0,58.0,527.0,210.0,0.0,208.0
9463,325.0,268.0,286.0,39.0,524.0,208.0,2.0,211.0
9464,321.0,252.0,286.0,35.0,500.0,207.0,4.0,194.0
9465,319.0,242.0,286.0,33.0,488.0,207.0,4.0,188.0
9466,310.0,243.0,286.0,24.0,485.0,207.0,4.0,185.0
9467,309.0,245.0,286.0,23.0,489.0,208.0,4.0,190.0
9468,309.0,259.0,286.0,23.0,488.0,209.0,2.0,203.0
9469,309.0,276.0,286.0,23.0,505.0,210.0,0.0,213.0
9470,309.0,282.0,288.0,21.0,513.0,210.0,0.0,218.0
9471,309.0,279.0,293.0,16.0,509.0,210.0,0.0,210.0
9472,309.0,275.0,293.0,16.0,515.0,210.0,0.0,212.0
9473,309.0,286.0,293.0,16.0,539.0,210.0,0.0,218.0
9474,309.0,286.0,293.0,16.0,543.0,210.0,0.0,213.0
9475,305.0,274.0,293.0,12.0,532.0,210.0,0.0,211.0
9476,305.0,282.0,293.0,12.0,536.0,210.0,0.0,216.0
9477,305.0,269.0,293.0,12.0,544.0,210.0,0.0,198.0
9478,305.0,276.0,296.0,9.0,568.0,210.0,0.0,209.0
10859,338.0,306.0,298.0,40.0,557.0,208.0,3.0,228.0
10860,335.0,297.0,298.0,37.0,562.0,208.0,3.0,221.0
10861,335.0,298.0,294.0,41.0,567.0,208.0,2.0,226.0
10862,335.0,288.0,294.0,41.0,546.0,208.0,2.0,215.0
10863,335.0,290.0,294.0,41.0,560.0,208.0,2.0,219.0
10864,335.0,294.0,285.0,50.0,547.0,208.0,2.0,221.0
10865,335.0,285.0,285.0,50.0,533.0,208.0,2.0,222.0
10866,335.0,285.0,281.0,54.0,525.0,208.0,2.0,215.0
10867,335.0,281.0,284.0,51.0,509.0,208.0,2.0,202.0
10868,330.0,278.0,289.0,41.0,508.0,208.0,2.0,206.0
10869,330.0,278.0,293.0,37.0,518.0,208.0,2.0,198.0
10870,330.0,264.0,293.0,37.0,516.0,209.0,2.0,200.0
11105,338.0,307.0,297.0,41.0,553.0,208.0,2.0,225.0
11106,338.0,297.0,293.0,45.0,542.0,208.0,2.0,221.0
11107,338.0,288.0,293.0,45.0,535.0,208.0,2.0,213.0
11108,338.0,293.0,285.0,53.0,543.0,208.0,2.0,222.0
11109,338.0,284.0,285.0,53.0,550.0,208.0,3.0,219.0
11110,338.0,285.0,277.0,61.0,553.0,208.0,2.0,222.0
11111,338.0,270.0,283.0,55.0,538.0,209.0,2.0,208.0
11112,338.0,272.0,284.0,54.0,538.0,209.0,2.0,202.0
11113,338.0,262.0,288.0,50.0,543.0,209.0,2.0,197.0
11114,338.0,267.0,298.0,40.0,549.0,209.0,2.0,204.0
11115,338.0,265.0,298.0,40.0,553.0,210.0,2.0,199.0
11116,338.0,275.0,299.0,39.0,575.0,209.0,1.0,212.0
11117,338.0,276.0,299.0,39.0,573.0,208.0,2.0,217.0
11131,330.0,301.0,292.0,38.0,565.0,209.0,2.0,227.0
11326,327.0,304.0,297.0,30.0,520.0,209.0,2.0,224.0
11327,324.0,297.0,297.0,27.0,518.0,209.0,2.0,221.0
11328,322.0,297.0,290.0,32.0,516.0,208.0,2.0,220.0
11329,322.0,289.0,290.0,32.0,527.0,209.0,2.0,218.0
11330,322.0,290.0,276.0,46.0,530.0,208.0,2.0,222.0
11331,322.0,276.0,259.0,63.0,510.0,208.0,2.0,212.0
11332,321.0,259.0,259.0,62.0,490.0,208.0,2.0,199.0
11333,321.0,259.0,251.0,70.0,503.0,208.0,3.0,203.0
11334,321.0,247.0,251.0,70.0,501.0,208.0,4.0,190.0
11335,321.0,251.0,254.0,67.0,517.0,208.0,3.0,198.0
11336,321.0,250.0,262.0,59.0,515.0,209.0,2.0,208.0
11337,321.0,242.0,262.0,59.0,517.0,210.0,1.0,191.0
11338,321.0,249.0,262.0,59.0,538.0,210.0,1.0,198.0
11339,321.0,229.0,262.0,59.0,524.0,210.0,0.0,190.0
11340,321.0,233.0,262.0,59.0,511.0,210.0,0.0,191.0
11341,321.0,224.0,262.0,59.0,492.0,210.0,0.0,187.0
11342,321.0,228.0,263.0,58.0,478.0,210.0,0.0,193.0
11343,321.0,237.0,263.0,58.0,477.0,210.0,0.0,197.0
11344,316.0,248.0,263.0,53.0,474.0,210.0,0.0,211.0
11345,316.0,254.0,263.0,53.0,481.0,210.0,0.0,218.0
11346,312.0,262.0,266.0,46.0,497.0,210.0,0.0,235.0
11347,312.0,262.0,267.0,45.0,493.0,210.0,0.0,226.0
11348,312.0,245.0,270.0,42.0,483.0,210.0,1.0,215.0
11349,312.0,245.0,271.0,41.0,485.0,210.0,1.0,209.0
11350,312.0,253.0,273.0,39.0,505.0,210.0,0.0,208.0
11351,312.0,257.0,273.0,39.0,507.0,210.0,1.0,214.0
11352,312.0,263.0,273.0,39.0,517.0,210.0,0.0,226.0
11353,312.0,259.0,273.0,39.0,524.0,210.0,1.0,218.0
11354,312.0,257.0,273.0,39.0,526.0,210.0,1.0,216.0
11355,304.0,256.0,273.0,31.0,523.0,210.0,1.0,210.0
11826,331.0,301.0,299.0,32.0,569.0,209.0,2.0,217.0
11847,343.0,305.0,298.0,45.0,535.0,210.0,0.0,232.0
11929,349.0,300.0,291.0,58.0,561.0,210.0,0.0,220.0
11930,349.0,291.0,285.0,64.0,566.0,210.0,0.0,216.0
11931,349.0,280.0,285.0,64.0,572.0,210.0,0.0,210.0
11932,349.0,275.0,285.0,64.0,571.0,210.0,0.0,207.0
11933,347.0,274.0,287.0,60.0,572.0,209.0,2.0,214.0
11934,346.0,280.0,287.0,59.0,594.0,208.0,2.0,218.0
11935,344.0,268.0,287.0,57.0,577.0,208.0,2.0,214.0
11936,336.0,270.0,287.0,49.0,559.0,209.0,2.0,209.0
11937,336.0,274.0,287.0,49.0,560.0,209.0,1.0,207.0
11938,334.0,275.0,287.0,47.0,544.0,210.0,1.0,210.0
11939,334.0,282.0,287.0,47.0,547.0,210.0,0.0,210.0
11940,334.0,285.0,287.0,47.0,538.0,210.0,0.0,204.0
11941,334.0,275.0,287.0,47.0,515.0,210.0,0.0,199.0
11942,334.0,285.0,294.0,40.0,530.0,210.0,0.0,208.0
12778,342.0,301.0,288.0,54.0,547.0,210.0,1.0,233.0
12779,342.0,288.0,287.0,55.0,546.0,209.0,1.0,221.0
12780,342.0,286.0,287.0,55.0,548.0,210.0,1.0,228.0
12781,342.0,271.0,287.0,55.0,529.0,210.0,0.0,216.0
12782,342.0,275.0,287.0,55.0,525.0,210.0,0.0,209.0
12783,342.0,282.0,287.0,55.0,533.0,210.0,0.0,216.0
12784,342.0,286.0,287.0,55.0,547.0,210.0,0.0,222.0
12785,342.0,287.0,277.0,65.0,541.0,210.0,0.0,216.0
12786,342.0,277.0,267.0,75.0,530.0,210.0,0.0,228.0
12787,342.0,265.0,267.0,75.0,515.0,210.0,1.0,212.0
12788,342.0,258.0,267.0,75.0,506.0,210.0,1.0,199.0
12789,342.0,253.0,267.0,75.0,502.0,210.0,1.0,198.0
12790,342.0,252.0,267.0,75.0,485.0,210.0,1.0,202.0
12791,342.0,259.0,267.0,75.0,493.0,210.0,0.0,209.0
12792,342.0,260.0,267.0,75.0,496.0,210.0,0.0,217.0
12793,342.0,267.0,265.0,77.0,494.0,210.0,0.0,216.0
12794,342.0,265.0,258.0,84.0,499.0,210.0,0.0,225.0
12795,342.0,258.0,258.0,84.0,493.0,210.0,0.0,222.0
12796,342.0,258.0,247.0,95.0,489.0,210.0,1.0,229.0
12797,342.0,247.0,243.0,99.0,478.0,210.0,1.0,212.0
12798,342.0,243.0,238.0,104.0,462.0,210.0,1.0,200.0
12799,336.0,230.0,245.0,91.0,456.0,210.0,1.0,192.0
12800,336.0,231.0,248.0,88.0,445.0,210.0,1.0,189.0
12801,336.0,222.0,248.0,88.0,446.0,210.0,0.0,187.0
12802,336.0,221.0,248.0,88.0,452.0,210.0,0.0,189.0
12803,336.0,223.0,257.0,79.0,451.0,210.0,0.0,196.0
12804,322.0,214.0,257.0,65.0,458.0,210.0,0.0,191.0
12805,320.0,222.0,257.0,63.0,453.0,210.0,0.0,185.0
12806,305.0,221.0,257.0,48.0,455.0,210.0,1.0,190.0
12807,301.0,228.0,257.0,44.0,468.0,210.0,0.0,188.0
13030,338.0,302.0,296.0,42.0,543.0,210.0,1.0,238.0
13031,338.0,296.0,296.0,42.0,532.0,210.0,1.0,225.0
13032,338.0,289.0,296.0,42.0,539.0,210.0,1.0,217.0
13033,338.0,291.0,299.0,39.0,542.0,209.0,1.0,219.0
13034,338.0,286.0,299.0,39.0,547.0,210.0,1.0,214.0
13035,338.0,295.0,299.0,39.0,566.0,210.0,1.0,234.0
13036,338.0,289.0,299.0,39.0,554.0,209.0,2.0,225.0
13037,338.0,296.0,299.0,39.0,561.0,209.0,1.0,232.0
13038,338.0,289.0,299.0,39.0,556.0,208.0,2.0,216.0
13039,338.0,291.0,299.0,39.0,564.0,208.0,4.0,218.0
13040,338.0,289.0,299.0,39.0,563.0,208.0,4.0,218.0
13041,338.0,290.0,299.0,39.0,550.0,207.0,4.0,225.0
13042,338.0,295.0,299.0,39.0,555.0,207.0,4.0,226.0
13043,338.0,299.0,278.0,60.0,573.0,209.0,2.0,233.0
13044,336.0,278.0,277.0,59.0,567.0,209.0,2.0,213.0
13045,333.0,277.0,274.0,59.0,566.0,209.0,1.0,218.0
13046,331.0,266.0,278.0,53.0,565.0,209.0,2.0,207.0
13047,331.0,257.0,279.0,52.0,561.0,209.0,2.0,203.0
13048,328.0,254.0,279.0,49.0,566.0,210.0,0.0,208.0
13049,324.0,248.0,279.0,45.0,575.0,210.0,0.0,201.0
13050,315.0,253.0,279.0,36.0,561.0,210.0,0.0,204.0
13051,315.0,262.0,284.0,31.0,555.0,210.0,0.0,215.0
13052,315.0,267.0,293.0,22.0,564.0,210.0,0.0,224.0
13053,315.0,270.0,293.0,22.0,563.0,210.0,0.0,224.0
13054,315.0,260.0,293.0,22.0,546.0,210.0,0.0,220.0
13055,315.0,274.0,298.0,17.0,545.0,209.0,1.0,226.0
13175,363.0,351.0,297.0,66.0,1.0,68.0,,77.0
13176,363.0,297.0,297.0,66.0,549.0,210.0,1.0,229.0
13177,363.0,297.0,297.0,66.0,541.0,210.0,1.0,225.0
13178,363.0,297.0,294.0,69.0,531.0,210.0,1.0,220.0
13179,363.0,294.0,279.0,84.0,533.0,210.0,1.0,216.0
13180,363.0,279.0,279.0,84.0,517.0,209.0,1.0,204.0
13181,363.0,278.0,279.0,84.0,514.0,209.0,1.0,210.0
13182,363.0,277.0,279.0,84.0,528.0,210.0,1.0,212.0
13183,363.0,274.0,283.0,80.0,523.0,210.0,0.0,212.0
13184,363.0,271.0,292.0,71.0,518.0,210.0,0.0,207.0
13185,363.0,273.0,295.0,68.0,537.0,210.0,1.0,216.0
13186,363.0,279.0,295.0,68.0,545.0,210.0,1.0,220.0
13187,363.0,278.0,295.0,68.0,546.0,210.0,0.0,215.0
13188,363.0,269.0,295.0,68.0,558.0,210.0,0.0,207.0
13202,358.0,302.0,298.0,60.0,570.0,210.0,1.0,235.0
13203,354.0,298.0,294.0,60.0,565.0,210.0,0.0,232.0
13204,351.0,294.0,290.0,61.0,562.0,210.0,0.0,222.0
13205,306.0,285.0,290.0,16.0,553.0,210.0,1.0,211.0
13206,306.0,277.0,290.0,16.0,550.0,209.0,1.0,203.0
13207,306.0,290.0,288.0,18.0,558.0,207.0,4.0,217.0
13208,306.0,287.0,290.0,16.0,568.0,206.0,6.0,220.0
13209,306.0,284.0,291.0,15.0,570.0,206.0,6.0,222.0
13210,306.0,287.0,292.0,14.0,572.0,207.0,5.0,216.0
13211,306.0,283.0,292.0,14.0,571.0,207.0,4.0,215.0
13212,306.0,281.0,294.0,12.0,584.0,208.0,2.0,213.0
13213,306.0,288.0,294.0,12.0,599.0,210.0,1.0,215.0
13214,306.0,272.0,294.0,12.0,572.0,210.0,1.0,198.0
13250,321.0,301.0,288.0,33.0,539.0,210.0,0.0,219.0
13251,321.0,288.0,286.0,35.0,529.0,210.0,0.0,212.0
13252,321.0,278.0,286.0,35.0,531.0,210.0,0.0,202.0
13253,321.0,281.0,286.0,35.0,532.0,210.0,0.0,206.0
13254,321.0,278.0,286.0,35.0,543.0,210.0,0.0,203.0
13255,321.0,271.0,286.0,35.0,542.0,210.0,0.0,202.0
13256,321.0,264.0,286.0,35.0,537.0,210.0,0.0,202.0
13257,321.0,269.0,286.0,35.0,534.0,210.0,0.0,209.0
13258,321.0,277.0,286.0,35.0,528.0,210.0,1.0,209.0
13259,321.0,282.0,286.0,35.0,529.0,210.0,0.0,216.0
13260,311.0,286.0,286.0,25.0,532.0,210.0,0.0,224.0
13261,311.0,276.0,286.0,25.0,530.0,210.0,0.0,201.0
13262,311.0,269.0,286.0,25.0,529.0,210.0,0.0,207.0
13263,311.0,284.0,286.0,25.0,544.0,210.0,1.0,223.0
13264,311.0,280.0,286.0,25.0,540.0,210.0,0.0,224.0
13265,311.0,278.0,286.0,25.0,534.0,210.0,0.0,225.0
13266,311.0,281.0,286.0,25.0,537.0,210.0,1.0,214.0
13267,311.0,282.0,286.0,25.0,535.0,210.0,0.0,216.0
13268,311.0,286.0,289.0,22.0,559.0,210.0,0.0,210.0
13292,312.0,303.0,299.0,13.0,566.0,209.0,2.0,233.0
13375,318.0,303.0,295.0,23.0,536.0,210.0,1.0,219.0
13376,318.0,294.0,295.0,23.0,525.0,210.0,1.0,205.0
13377,318.0,290.0,295.0,23.0,518.0,210.0,1.0,209.0
13378,317.0,271.0,295.0,22.0,518.0,210.0,1.0,198.0
13379,317.0,279.0,295.0,22.0,532.0,210.0,1.0,213.0
13380,317.0,288.0,295.0,22.0,534.0,210.0,1.0,213.0
13381,317.0,291.0,295.0,22.0,544.0,210.0,1.0,217.0
13382,317.0,293.0,295.0,22.0,533.0,210.0,1.0,219.0
13383,317.0,295.0,288.0,29.0,536.0,210.0,1.0,216.0
13384,310.0,287.0,288.0,22.0,511.0,210.0,1.0,211.0
13385,309.0,286.0,288.0,21.0,520.0,210.0,0.0,203.0
13386,306.0,285.0,288.0,18.0,530.0,210.0,0.0,210.0
13387,306.0,285.0,288.0,18.0,528.0,210.0,0.0,206.0
13388,306.0,288.0,285.0,21.0,536.0,210.0,1.0,215.0
13389,306.0,283.0,285.0,21.0,524.0,210.0,0.0,201.0
13390,306.0,285.0,285.0,21.0,525.0,209.0,1.0,204.0
13391,306.0,283.0,285.0,21.0,512.0,210.0,1.0,214.0
13392,306.0,282.0,285.0,21.0,513.0,210.0,1.0,210.0
13393,306.0,285.0,277.0,29.0,510.0,210.0,1.0,212.0
13394,306.0,277.0,271.0,35.0,500.0,210.0,1.0,205.0
13395,306.0,271.0,271.0,35.0,490.0,210.0,1.0,211.0
13396,306.0,264.0,271.0,35.0,483.0,210.0,0.0,203.0
13397,306.0,271.0,279.0,27.0,480.0,209.0,1.0,205.0
13398,306.0,255.0,282.0,24.0,473.0,210.0,1.0,197.0
13399,306.0,232.0,284.0,22.0,458.0,210.0,1.0,177.0
13400,306.0,221.0,292.0,14.0,461.0,209.0,1.0,178.0
13401,306.0,219.0,292.0,14.0,461.0,209.0,1.0,171.0
13402,306.0,229.0,292.0,14.0,464.0,210.0,1.0,179.0
13403,304.0,229.0,292.0,12.0,458.0,210.0,1.0,185.0
13404,303.0,231.0,292.0,11.0,454.0,210.0,1.0,191.0
13624,326.0,301.0,299.0,27.0,555.0,209.0,2.0,210.0
13721,342.0,308.0,295.0,47.0,549.0,208.0,3.0,215.0
13722,342.0,295.0,286.0,56.0,542.0,208.0,2.0,218.0
13723,342.0,284.0,286.0,56.0,531.0,209.0,2.0,214.0
13724,342.0,286.0,283.0,59.0,541.0,209.0,1.0,211.0
13725,342.0,277.0,283.0,59.0,535.0,210.0,1.0,203.0
13726,342.0,273.0,283.0,59.0,537.0,210.0,1.0,210.0
13727,342.0,281.0,283.0,59.0,547.0,210.0,1.0,209.0
13728,342.0,277.0,283.0,59.0,554.0,210.0,1.0,206.0
13729,342.0,279.0,295.0,47.0,549.0,210.0,1.0,208.0
13764,347.0,301.0,291.0,56.0,526.0,209.0,1.0,221.0
13765,347.0,291.0,290.0,57.0,516.0,210.0,1.0,222.0
13766,347.0,288.0,290.0,57.0,512.0,210.0,1.0,216.0
13767,347.0,289.0,290.0,57.0,501.0,210.0,1.0,219.0
13768,347.0,289.0,293.0,54.0,509.0,210.0,1.0,219.0
13769,347.0,290.0,293.0,54.0,513.0,209.0,1.0,224.0
13770,347.0,283.0,299.0,48.0,511.0,210.0,1.0,219.0
13787,347.0,300.0,293.0,54.0,614.0,208.0,3.0,234.0
13788,338.0,293.0,293.0,45.0,597.0,208.0,3.0,228.0
13789,334.0,289.0,293.0,41.0,596.0,208.0,2.0,226.0
13790,328.0,279.0,293.0,35.0,581.0,208.0,3.0,215.0
13791,314.0,282.0,293.0,21.0,581.0,208.0,2.0,215.0
13792,308.0,283.0,293.0,15.0,584.0,208.0,3.0,224.0
13793,302.0,282.0,293.0,9.0,561.0,208.0,2.0,220.0
13794,302.0,282.0,293.0,9.0,558.0,208.0,2.0,217.0
13815,304.0,303.0,294.0,10.0,564.0,208.0,3.0,234.0
13816,304.0,292.0,294.0,10.0,566.0,209.0,2.0,223.0
13817,304.0,291.0,294.0,10.0,556.0,209.0,2.0,221.0
13818,304.0,294.0,291.0,13.0,553.0,210.0,1.0,214.0
13819,304.0,291.0,278.0,26.0,549.0,210.0,1.0,223.0
13820,304.0,278.0,268.0,36.0,523.0,210.0,1.0,212.0
13821,304.0,268.0,268.0,36.0,510.0,210.0,1.0,212.0
13822,304.0,261.0,268.0,36.0,495.0,210.0,1.0,205.0
13823,304.0,266.0,268.0,36.0,495.0,209.0,1.0,209.0
13824,304.0,262.0,268.0,36.0,477.0,209.0,1.0,207.0
13825,304.0,260.0,268.0,36.0,466.0,209.0,1.0,209.0
13826,304.0,268.0,274.0,30.0,464.0,209.0,1.0,208.0
13827,304.0,255.0,277.0,27.0,449.0,210.0,1.0,200.0
13828,304.0,254.0,277.0,27.0,459.0,210.0,1.0,196.0
13829,304.0,238.0,277.0,27.0,469.0,210.0,1.0,188.0
13830,304.0,232.0,277.0,27.0,481.0,209.0,1.0,188.0
13831,304.0,229.0,277.0,27.0,499.0,210.0,1.0,190.0
13832,304.0,226.0,277.0,27.0,501.0,209.0,1.0,193.0
13833,304.0,241.0,277.0,27.0,504.0,209.0,1.0,202.0
13834,304.0,254.0,277.0,27.0,504.0,210.0,1.0,212.0
13835,304.0,264.0,277.0,27.0,504.0,210.0,1.0,217.0
13836,304.0,274.0,277.0,27.0,518.0,209.0,1.0,224.0
13837,303.0,277.0,275.0,28.0,514.0,210.0,1.0,229.0
13838,303.0,275.0,273.0,30.0,508.0,210.0,1.0,222.0
13839,303.0,273.0,272.0,31.0,520.0,210.0,1.0,213.0
13840,303.0,272.0,266.0,37.0,515.0,210.0,1.0,213.0
13841,303.0,266.0,266.0,37.0,505.0,210.0,1.0,200.0
13842,303.0,262.0,266.0,37.0,501.0,210.0,1.0,206.0
13843,303.0,260.0,273.0,30.0,491.0,210.0,1.0,202.0
13844,303.0,256.0,278.0,25.0,496.0,210.0,1.0,203.0
14042,334.0,306.0,298.0,36.0,525.0,208.0,3.0,218.0
14043,334.0,298.0,297.0,37.0,518.0,208.0,3.0,215.0
14044,334.0,297.0,294.0,40.0,512.0,208.0,4.0,214.0
14045,334.0,294.0,291.0,43.0,511.0,208.0,4.0,216.0
14046,334.0,291.0,289.0,45.0,501.0,208.0,3.0,220.0
14047,334.0,289.0,277.0,57.0,495.0,208.0,2.0,218.0
14048,334.0,277.0,268.0,66.0,497.0,209.0,2.0,205.0
14049,334.0,268.0,261.0,73.0,492.0,209.0,2.0,203.0
14050,334.0,261.0,257.0,77.0,490.0,209.0,1.0,201.0
14051,334.0,254.0,266.0,68.0,518.0,210.0,1.0,200.0
14052,334.0,242.0,266.0,68.0,506.0,209.0,1.0,182.0
14053,334.0,240.0,271.0,63.0,511.0,210.0,1.0,187.0
14054,334.0,241.0,271.0,63.0,516.0,210.0,1.0,193.0
14055,334.0,244.0,271.0,63.0,540.0,209.0,1.0,199.0
14056,334.0,245.0,272.0,62.0,544.0,209.0,1.0,204.0
14057,334.0,254.0,272.0,62.0,550.0,209.0,1.0,206.0
14058,334.0,257.0,272.0,62.0,563.0,209.0,1.0,216.0
14059,334.0,255.0,272.0,62.0,559.0,209.0,1.0,205.0
14060,334.0,256.0,276.0,58.0,547.0,210.0,1.0,198.0
14061,334.0,266.0,287.0,47.0,552.0,210.0,1.0,215.0
14062,332.0,264.0,287.0,45.0,534.0,209.0,1.0,211.0
14063,332.0,271.0,293.0,39.0,538.0,209.0,1.0,218.0
14064,326.0,266.0,293.0,33.0,528.0,210.0,1.0,210.0
14065,325.0,266.0,293.0,32.0,537.0,210.0,1.0,214.0
14066,325.0,272.0,293.0,32.0,528.0,210.0,1.0,216.0
14067,325.0,269.0,293.0,32.0,528.0,210.0,1.0,212.0
14068,322.0,267.0,293.0,29.0,525.0,209.0,2.0,213.0
14069,322.0,262.0,293.0,29.0,530.0,209.0,2.0,206.0
14070,314.0,276.0,293.0,21.0,530.0,209.0,2.0,215.0
14071,306.0,287.0,293.0,13.0,525.0,209.0,1.0,218.0
14543,310.0,306.0,291.0,19.0,548.0,208.0,3.0,243.0
14544,310.0,291.0,287.0,23.0,539.0,207.0,5.0,229.0
14545,310.0,284.0,287.0,23.0,539.0,206.0,5.0,227.0
14546,310.0,287.0,287.0,23.0,525.0,206.0,5.0,221.0
14547,310.0,286.0,287.0,23.0,518.0,206.0,5.0,226.0
14548,310.0,281.0,287.0,23.0,513.0,206.0,5.0,216.0
14549,310.0,277.0,287.0,23.0,532.0,209.0,2.0,217.0
14550,310.0,277.0,287.0,23.0,541.0,209.0,1.0,216.0
14551,310.0,280.0,287.0,23.0,534.0,209.0,1.0,219.0
14552,310.0,280.0,287.0,23.0,529.0,209.0,1.0,217.0
14553,310.0,273.0,287.0,23.0,519.0,209.0,1.0,217.0
14554,310.0,287.0,278.0,32.0,532.0,208.0,2.0,233.0
14555,310.0,268.0,278.0,32.0,527.0,208.0,3.0,220.0
14556,310.0,278.0,274.0,36.0,538.0,209.0,2.0,213.0
14557,310.0,274.0,264.0,46.0,537.0,209.0,2.0,218.0
14558,310.0,260.0,264.0,46.0,515.0,209.0,2.0,208.0
14559,310.0,264.0,262.0,48.0,530.0,210.0,1.0,212.0
14560,310.0,262.0,271.0,39.0,535.0,210.0,1.0,217.0
14561,310.0,257.0,277.0,33.0,544.0,210.0,1.0,203.0
14562,310.0,257.0,282.0,28.0,550.0,210.0,1.0,206.0
14563,310.0,243.0,286.0,24.0,542.0,210.0,1.0,198.0
14564,310.0,251.0,286.0,24.0,539.0,209.0,1.0,208.0
14565,310.0,262.0,286.0,24.0,553.0,208.0,2.0,202.0
